ID,Text,Comment
Knatte.Corner2X.FlavorDescription,No Bloquea el Agua,-
//,//,
Knatte.SQCorner2X.DisplayName,Cubo Decorativo Esquina Doble Altura,-
Knatte.SQCorner2X.Description,Que la Presa sea Esquinada.,-
Knatte.SQCorner2X.FlavorDescription,No Bloquea el Agua,-
//,//,
Knatte.Diagonal2X.DisplayName,Diagonal Decorativa Doble Altura,-
Knatte.Diagonal2X.Description,Que la Presa vaya de Lado.,-
Knatte.Diagonal2X.FlavorDescription,No Bloquea el Agua,-
//,//,
Knatte.InvCornerS2X.DisplayName,Esquina Decorativa Interna con Plataforma Doble Altura,-
Knatte.InvCornerS2X.Description,Que la Presa vaya de Lado y tenga Plataforma.,-
Knatte.InvCornerS2X.FlavorDescription,No Bloquea el Agua,-
//,//,
Knatte.InvCorner2X.DisplayName,Esquina Decorativa Interna Doble Altura,-
Knatte.InvCorner2X.Description,Que la Presa sea Esquinada.,-
Knatte.InvCorner2X.FlavorDescription,No Bloquea el Agua,-
//,//,
Knatte.InvCornerW2X.DisplayName,Dique Esquina Interna Doble Altura,-
Knatte.InvCornerW2X.Description,Que la Presa sea Esquinada.,-
Knatte.InvCornerW2X.FlavorDescription,El Agua NO Pasa,-
//,//,
Knatte.Slope2X.DisplayName,Pendiente Decorativa Doble Altura,-
Knatte.Slope2X.Description,Que la Presa Tenga Pendiente.,-
Knatte.Slope2X.FlavorDescription,No Bloquea el Agua,-
//,//,
Knatte.CornerSlope2X.DisplayName,Pendiente Decorativa Esquina Doble Altura,-
Knatte.CornerSlope2X.Description,Que la Presa sea Esquinada.,-
Knatte.CornerSlope2X.FlavorDescription,No Bloquea el Agua,-
//,//,
Knatte.Corner3X.DisplayName,Esquina Decorativa Triple Altura,-
Knatte.Corner3X.Description,Que la Presa sea Esquinada.,-
Knatte.Corner3X.FlavorDescription,No Bloquea el Agua,-
//,//,
Knatte.InvCorner3X.DisplayName,Esquina Decorativa Interna Triple Altura,-
Knatte.InvCorner3X.Description,Que la Presa sea Esquinada.,-
Knatte.InvCorner3X.FlavorDescription,No Bloquea el Agua,-
//,//,
Knatte.Slope3X.DisplayName,Pendiente Decorativa Triple Altura,-
Knatte.Slope3X.Description,Que la Presa Tenga Pendiente.,-
Knatte.Slope3X.FlavorDescription,No Bloquea el Agua,-
//,//,
Knatte.InvCornerW3X.DisplayName,Dique Esquina Interna Triple Altura,-
Knatte.InvCornerW3X.Description,Que la Presa sea Esquinada.,-
Knatte.InvCornerW3X.FlavorDescription,El Agua NO Pasa,-
//,//,
Knatte.SlopeW_1.DisplayName,Levee Slope,
Knatte.SlopeW_2.DisplayName,Levee Slope Double Height,
Knatte.SlopeW_3.DisplayName,Levee Slope Tripple Height,
Knatte.SlopeW.Description,Slope that block water in full block,
Knatte.SlopeW.FlavorDescription,Water will not Pass,
//,//,
Knatte.SlopeS.DisplayName,Escalera Decorativa,-
Knatte.SlopeS.Description,Que la Presa se pueda caminar.,-
Knatte.SlopeS.FlavorDescription,No Bloquea el Agua,-
//,//,
Knatte.DiagPath.DisplayName,Camino Diagonal,
Knatte.DiagPath.Description,"Camino para ir en Diagonal en Decoraciones y Diques.
No requiere menor distancia de camino que el camino normal pero se ve mejor.",
Knatte.DiagPath.FlavorDescription,"""Slalom de Castor"" —Algun Castor Feliz",
//,//,
Knatte.ToolGroup.DecorationBlocks,Decoration Blocks,-               Untranlsated
//,//,
Knatte.CategoryDam.DisplayName,Wood Piezas Decorativas,-
Knatte.CategoryDam.Des,No Bloquea el Agua,-
//,//,
Knatte.CategoryLevees.DisplayName,Shaped Levees and Dam Pieces,-
Knatte.CategoryLeveesSQ.DisplayName,Square Levees and Dam pieces,-
//,//,
Knatte.CategoryPillar.DisplayName,Pilares y Cubierta de Pilar,-
Knatte.CategoryPillar.Des,Que se levante,-
//,//,
Knatte.CategoryDam2.DisplayName,Wood Piezas Decorativas 2,-
Knatte.CategoryDam2.Des,No Bloquea el Agua,-
//,//,
Knatte.DoubleInvSlope.DisplayName,Doble Pendiente Invertida,                   
Knatte.DoubleInvSlope.Description,Combo de Dique y Pendiente Invertida,               
Knatte.DoubleInvSlope.FlavorDescription,Construyamos un Puente,                   
//,//,
Knatte.Square1x2.DisplayName,Cubo Decorativo 1x2,                               
Knatte.Square1x3.DisplayName,Cubo Decorativo 1x3,                               
Knatte.Square_B.Description,Cubo que puede sobresalir pero no Bloquea el Agua.,
Knatte.Square_B.FlavorDescription,Look it floats,                                             
//,//,
Knatte.InvSlope1x1.DisplayName,Pendiente Invertida 1x1,                              
Knatte.InvSlope1x2.DisplayName,Pendiente Invertida 1x2,                              
Knatte.InvSlope1x3.DisplayName,Pendiente Invertida 1x3,                              
Knatte.InvSlope2x1.DisplayName,Pendiente Invertida 2x1,                              
Knatte.InvSlope.Description,Cubo que puede sobresalir pero no Bloquea el Agua.,
Knatte.InvSlope.FlavorDescription,Out we go, Untranlsated
//,//,
Knatte.InvTrapezium1x1.DisplayName,Inverted Trapezium 1x1,                  Untranlsated
//,//,
Knatte.BlockDecoration.DisplaynameLocKey,Beautiful Dam,                           Untranlsated
Knatte.InvSlopeW1x1.DisplayName,Inverted Levee Slope 1x1,
Knatte.InvSlopeW1x2.DisplayName,Inverted Levee Slope 1x2,
Knatte.InvSlopeW1x3.DisplayName,Inverted Levee Slope 1x3,
Knatte.InvSlopeW2x1.DisplayName,Inverted Levee Slope 2x1,
Knatte.InvSlopeW.Description,"Square that can stick out. 
Placment hex block all water other blocks only from top/bottom like a built in Impermeable Floor",
Knatte.InvSlopeW.FlavorDescription,Out we go,
//,//,
Knatte.InvTrapeziumW1x1.DisplayName,Inverted Trapezium Levee 1x1,
Knatte.DoubleInvSlopeW.Description,"Square that sticks out on both sides. 
Placment hex block all water other blocks only from top/bottom like a built in Impermeable Floor",
Knatte.DoubleInvSlopeW.FlavorDescription,Lets build an Bridge,
