ID,Text,Comment
Knatte.SQCorner2X.FlavorDescription,Does not Block Water,-
//,//,
Knatte.Diagonal2X.DisplayName,"Decoration Diagonal 
Double Height",-
Knatte.Diagonal2X.Description,Let the Dam go to the Side.,-
Knatte.Diagonal2X.FlavorDescription,Does not Block Water,-
//,//,
Knatte.InvCornerS2X.DisplayName,Decoration Internal Corner Side Platform Double Height,-
Knatte.InvCornerS2X.Description,Let the Dam go to the Side and have Platform.,-
Knatte.InvCornerS2X.FlavorDescription,Does not Block Water,-
//,//,
Knatte.InvCorner2X.DisplayName,"Decoration Internal Corner 
Double Height",-
Knatte.InvCorner2X.Description,Let the Dam be Cornered.,-
Knatte.InvCorner2X.FlavorDescription,Does not Block Water,-
//,//,
Knatte.InvCornerW2X.DisplayName,"Leeve Internal Corner 
Double Height",-
Knatte.InvCornerW2X.Description,Let the Dam be Cornered.,-
Knatte.InvCornerW2X.FlavorDescription,Water will not Pass,-
//,//,
Knatte.Slope2X.DisplayName,"Decoration Slope 
Double Height",-
Knatte.Slope2X.Description,Let the Dam be Sloped.,-
Knatte.Slope2X.FlavorDescription,Does not Block Water,-
//,//,
Knatte.CornerSlope2X.DisplayName,"Decoration Slope Corner 
Double Height",-
Knatte.CornerSlope2X.Description,Let the Dam be Cornered.,-
Knatte.CornerSlope2X.FlavorDescription,Does not Block Water,-
//,//,
Knatte.Corner3X.DisplayName,"Decoration Corner 
Tripple Height",-
Knatte.Corner3X.Description,Let the Dam be Cornered.,-
Knatte.Corner3X.FlavorDescription,Does not Block Water,-
//,//,
Knatte.InvCorner3X.DisplayName,"Decoration Internal Corner 
Tripple Height",-
Knatte.InvCorner3X.Description,Let the Dam be Cornered.,-
Knatte.InvCorner3X.FlavorDescription,Does not Block Water,-
//,//,
Knatte.Slope3X.DisplayName,Decoration Slope Tripple Height,-
Knatte.Slope3X.Description,Let the Dam be Sloped.,-
Knatte.Slope3X.FlavorDescription,Does not Block Water,-
//,//,
Knatte.InvCornerW3X.DisplayName,Leeve Internal Corner Tripple Height,-
Knatte.InvCornerW3X.Description,Let the Dam be Cornered.,-
Knatte.InvCornerW3X.FlavorDescription,Water will not Pass,-
//,//,
Knatte.SlopeW_1.DisplayName,Levee Slope,
Knatte.SlopeW_2.DisplayName,"Levee Slope 
Double Height",
Knatte.SlopeW_3.DisplayName,"Levee Slope 
Tripple Height",
Knatte.SlopeW.Description,Slope that block water in full block,
Knatte.SlopeW.FlavorDescription,Water will not Pass,
//,//,
Knatte.SlopeS.DisplayName,Decoration Stair,-
Knatte.SlopeS.Description,Let the Dam be Stepped on.,-
Knatte.SlopeS.FlavorDescription,Does not Block Water,-
//,//,
Knatte.DiagPath.DisplayName,Diagonal path,
Knatte.DiagPath.Description,"Path to go diagonal on Decoration and levees.
Takes no less pathing lenght then normal road but looks better.",
Knatte.DiagPath.FlavorDescription,"""Beaver slalom"" —Some happy beaver",
//,//,
Knatte.ToolGroup.DecorationBlocks,Decoration Blocks,-
//,//,
Knatte.CategoryDam.DisplayName,Wood Decoration,-
Knatte.CategoryDam.Des,Does not Block Water,-
//,//,
Knatte.CategoryLevees.DisplayName,Shaped Levees,-
Knatte.CategoryLeveesSQ.DisplayName,Square Levees,-
//,//,
Knatte.CategoryDam2.DisplayName,Wood Decoration,-               Untranlsated
Knatte.CategoryDam2.Des,Does not Block Water,-                      Untranlsated
//,//,
Knatte.DoubleInvSlope.DisplayName,Double Inverted Slope,                   
Knatte.DoubleInvSlope.Description,Levee and inverted Slope Combo,               
Knatte.DoubleInvSlope.FlavorDescription,Lets build an Bridge,                   
//,//,
Knatte.Square1x2.DisplayName,Decoration Cube 1x2,                               
Knatte.Square1x3.DisplayName,Decoration Cube 1x3,                               
Knatte.Square_B.Description,Square that can stick out but does not block water.,
Knatte.Square_B.FlavorDescription,Look it floats,                                             
//,//,
Knatte.InvSlope1x1.DisplayName,Inverted Slope 1x1,                              
Knatte.InvSlope1x2.DisplayName,Inverted Slope 1x2,                              
Knatte.InvSlope1x3.DisplayName,Inverted Slope 1x3,                              
Knatte.InvSlope2x1.DisplayName,Inverted Slope 2x1,                              
Knatte.InvSlope.Description,Square that can stick out but does not block water.,
Knatte.InvSlope.FlavorDescription,Out we go,
//,//,
Knatte.InvTrapezium1x1.DisplayName,Inverted Trapezium 1x1,
//,//,
Knatte.BlockDecoration.DisplaynameLocKey,Beautiful Dam,                           Untranlsated
Knatte.InvSlopeW1x1.DisplayName,Inverted Levee Slope 1x1,
Knatte.InvSlopeW1x2.DisplayName,Inverted Levee Slope 1x2,
Knatte.InvSlopeW1x3.DisplayName,Inverted Levee Slope 1x3,
Knatte.InvSlopeW2x1.DisplayName,Inverted Levee Slope 2x1,
Knatte.InvSlopeW.Description,"Square that can stick out. 
Placment hex block all water other blocks only from top/bottom like a built in Impermeable Floor",
Knatte.InvSlopeW.FlavorDescription,Out we go,
//,//,
Knatte.InvTrapeziumW1x1.DisplayName,Inverted Trapezium Levee 1x1,
Knatte.DoubleInvSlopeW.Description,"Square that sticks out on both sides. 
Placment hex block all water other blocks only from top/bottom like a built in Impermeable Floor",
Knatte.DoubleInvSlopeW.FlavorDescription,Lets build an Bridge,
