ID,Text,Comment
Knatte.SquareW3x1.DisplayName,Deich 3x1,
Knatte.SquareW3x2.DisplayName,Deich 3x2,
//,//,
//,//,
Knatte.HighDam.DisplayName,Hoher Damm,
Knatte.HighDam.Description,"Stoppt Wasser, lässt aber bei Bedarf eine geringere Menge durch einen Überlauf hindurch.
Höheres Risiko von Überschwemmungen!",
Knatte.HighDam.FlavorDescription,Stoppt fast jeglichen Wasserzufluss.,-
//,//,
Knatte.Corner2X.DisplayName,"Dekoration Ecke
doppelte Höhe",-
Knatte.Corner2X.Description,Verpassen wir dem Deich Ecken.,-
Knatte.Corner2X.FlavorDescription,Ermöglicht jeglichen Wasserzufluss.,-
//,//,
Knatte.SQCorner2X.DisplayName,"Dekoration Äußere Ecke
doppelte Höhe",-
Knatte.SQCorner2X.Description,Verpassen wir dem Deich Ecken.,-
Knatte.SQCorner2X.FlavorDescription,Ermöglicht jeglichen Wasserzufluss.,-
//,//,
Knatte.Diagonal2X.DisplayName,"Dekoration Diagonal
dopppelte Höhe",-
Knatte.Diagonal2X.Description,Verpassen wir dem Deich Diagonalen.,-
Knatte.Diagonal2X.FlavorDescription,Ermöglicht jeglichen Wasserzufluss.,-
//,//,
Knatte.InvCornerS2X.DisplayName,"Dekoration Schräge Ecke
Seitenplattform
dopppelte Höhe",-
Knatte.InvCornerS2X.Description,Verpassen wir dem Deich Abschrägungen und Plattformen.,-
Knatte.InvCornerS2X.FlavorDescription,Ermöglicht jeglichen Wasserzufluss.,-
//,//,
Knatte.InvCorner2X.DisplayName,"Dekoration Schräge Ecke
dopppelte Höhe",-
Knatte.InvCorner2X.Description,Verpassen wir dem Deich Abschrägungen und Ecken.,-
Knatte.InvCorner2X.FlavorDescription,Ermöglicht jeglichen Wasserzufluss.,-
//,//,
Knatte.InvCornerW2X.DisplayName,"Deich Schräge Ecke
dopppelte Höhe",-
Knatte.InvCornerW2X.Description,Verpassen wir dem Deich Abschrägungen und Ecken.,-
Knatte.InvCornerW2X.FlavorDescription,Stoppt jeglichen Wasserzufluss.,-
//,//,
Knatte.Slope2X.DisplayName,"Dekoration Schräge
dopppelte Höhe",-
Knatte.Slope2X.Description,Verpassen wir dem Deich Abschrägungen.,-
Knatte.Slope2X.FlavorDescription,Ermöglicht jeglichen Wasserzufluss.,-
//,//,
Knatte.CornerSlope2X.DisplayName,"Dekoration Innere Ecke
dopppelte Höhe",-
Knatte.CornerSlope2X.Description,Verpassen wir dem Deich Ecken.,-
Knatte.CornerSlope2X.FlavorDescription,Ermöglicht jeglichen Wasserzufluss.,-
//,//,
Knatte.Corner3X.DisplayName,"Dekoration Ecke
dreifache Höhe",-
Knatte.Corner3X.Description,Verpassen wir dem Deich Ecken.,-
Knatte.Corner3X.FlavorDescription,Ermöglicht jeglichen Wasserzufluss.,-
//,//,
Knatte.InvCorner3X.DisplayName,"Dekoration Schräge Ecke
dreifache Höhe",-
Knatte.InvCorner3X.Description,Verpassen wir dem Deich Abschrägungen und Ecken.,-
Knatte.InvCorner3X.FlavorDescription,Ermöglicht jeglichen Wasserzufluss.,-
//,//,
Knatte.Slope3X.DisplayName,"Dekoration Schräge
dreifache Höhe",-
Knatte.Slope3X.Description,Verpassen wir dem Deich Abschrägungen.,-
Knatte.Slope3X.FlavorDescription,Ermöglicht jeglichen Wasserzufluss.,-
//,//,
Knatte.InvCornerW3X.DisplayName,"Deich Schräge Ecke
dreifache Höhe",-
Knatte.InvCornerW3X.Description,Verpassen wir dem Deich Abschrägungen und Ecken.,-
Knatte.InvCornerW3X.FlavorDescription,Stoppt jeglichen Wasserzufluss.,-
//,//,
Knatte.SlopeW_1.DisplayName,Deich Schräge,
Knatte.SlopeW_2.DisplayName,"Deich Schräge
doppelte Höhe",
Knatte.SlopeW_3.DisplayName,"Deich Schräge
dreifache Höhe",
Knatte.SlopeW.Description,Stoppt jeglichen Wasserzufluss.,
//,//,
Knatte.SlopeS.DisplayName,Dekoration Treppe,-
Knatte.SlopeS.Description,Verpassen wir dem Deich Treppen.,-
Knatte.SlopeS.FlavorDescription,Ermöglicht jeglichen Wasserzufluss.,-
//,//,
Knatte.DiagPath.DisplayName,Pfad Diagonal,
Knatte.DiagPath.Description,"Pfad um Dekorationen und Deiche diagonal zu überqueren.
Nimmt nicht weniger Wegstrecke in Anspruch als ein normaler Pfad, sieht aber besser aus.",
Knatte.DiagPath.FlavorDescription,\u201EBiber-Slalom\u201C \u2013 Einige glückliche Biber,
//,//,
Knatte.ToolGroup.DecorationBlocks,Dekos,-
//,//,
Knatte.CategoryDam.DisplayName,Deko Holz,-
Knatte.CategoryDam.Des,Ermöglicht jeglichen Wasserzufluss.,-
//,//,
Knatte.CategoryLevees.DisplayName,Deiche sonstige Formen,-
Knatte.CategoryLeveesSQ.DisplayName,Deiche viereckige Formen,-
//,//,
Knatte.CategoryDam2.DisplayName,Deko Holz 2,-
Knatte.CategoryDam2.Des,Ermöglicht jeglichen Wasserzufluss.,-
//,//,
Knatte.DoubleInvSlope.DisplayName,"Umgekehrte Schräge
doppelte Höhe",
Knatte.DoubleInvSlope.Description,Deich und Abschrägung kombiniert,
Knatte.DoubleInvSlope.FlavorDescription,Lass uns eine Brücke bauen.,
//,//,
Knatte.Square1x2.DisplayName,Dekoration Viereck 1x2,
Knatte.Square1x3.DisplayName,Dekoration Viereck 1x3,
Knatte.Square_B.Description,"Ein Viereck, das herausragen kann, aber das Wasser nicht stoppt.",
Knatte.Square_B.FlavorDescription,"Schau, es schwebt.",
//,//,
Knatte.InvSlope1x1.DisplayName,Umgekehrte Schräge 1x1,
Knatte.InvSlope1x2.DisplayName,Umgekehrte Schräge 1x2,
Knatte.InvSlope1x3.DisplayName,Umgekehrte Schräge 1x3,
Knatte.InvSlope2x1.DisplayName,Umgekehrte Schräge 2x1,
Knatte.InvSlope.Description,"Ein Schräge, die herausragen kann, aber das Wasser nicht stoppt.",
Knatte.InvSlope.FlavorDescription,Raus geht's.,
//,//,
Knatte.InvTrapezium1x1.DisplayName,Umgekehrtes Trapez 1x1,
//,//,
Knatte.BlockDecoration.DisplaynameLocKey,Schöner Damm,
Knatte.InvSlopeW1x1.DisplayName,Deich Umgekehrte Schräge 1x1,
Knatte.InvSlopeW1x2.DisplayName,Deich Umgekehrte Schräge 1x2,
Knatte.InvSlopeW1x3.DisplayName,Deich Umgekehrte Schräge 1x3,
Knatte.InvSlopeW2x1.DisplayName,Deich Umgekehrte Schräge 2x1,
Knatte.InvSlopeW.Description,"Ein Viereck, das herausragen kann. 
Stoppt jeglichen Wasserzufluss an Platzierunsstelle, andere Blöcke nur von oben/unten wie ein eingebauter undurchlässiger Boden.",
Knatte.InvSlopeW.FlavorDescription,Raus geht's.,
//,//,
Knatte.InvTrapeziumW1x1.DisplayName,Deich Umgekehrtes Trapez 1x1,
Knatte.DoubleInvSlopeW.Description,"Ein Viereck, das auf beiden Seiten herausragen kann. 
Stoppt jeglichen Wasserzufluss an Platzierunsstelle, andere Blöcke nur von oben/unten wie ein eingebauter undurchlässiger Boden.",
Knatte.DoubleInvSlopeW.FlavorDescription,Lass uns eine Brücke bauen.,
