ID,Text,Comment
Knatte.Slope3X.DisplayName,装飾用ダム 坂（高さ3）,-
Knatte.Slope3X.Description,ダムに傾斜をつけよう。,-
Knatte.Slope3X.FlavorDescription,注意！水はせき止めない。,-
//,//,
Knatte.InvCornerW3X.DisplayName,堤防 対角線（高さ3）,-
Knatte.InvCornerW3X.Description,ダムの角に設置しよう。,-
Knatte.InvCornerW3X.FlavorDescription,水をせき止める。,-
//,//,
Knatte.SlopeW_1.DisplayName,Levee Slope,
Knatte.SlopeW_2.DisplayName,Levee Slope Double Height,
Knatte.SlopeW_3.DisplayName,Levee Slope Tripple Height,
Knatte.SlopeW.Description,Slope that block water in full block,
Knatte.SlopeW.FlavorDescription,Water will not Pass,
//,//,
Knatte.SlopeS.DisplayName,装飾用ダム付き階段,-
Knatte.SlopeS.Description,ダムに階段をつけよう。,-
Knatte.SlopeS.FlavorDescription,注意！水はせき止めない。,-
//,//,
Knatte.DiagPath.DisplayName,斜めの道,-
Knatte.DiagPath.Description,"堤防と装飾の上に作る斜めに進む道。
通常の道と到達距離は変わらないが、見栄えは良い。",-
Knatte.DiagPath.FlavorDescription,「この道を行くときはステップを踏まずにいられない。」 —ハイテンションなビーバー,-
//,//,
Knatte.ToolGroup.DecorationBlocks,Decoration Blocks,-               Untranlsated
//,//,
Knatte.CategoryDam.DisplayName,Wood 装飾用ダム,-
Knatte.CategoryDam.Des,注意！水はせき止めない。,-
//,//,
Knatte.CategoryLevees.DisplayName,Shaped Levees and Dam Pieces,-
Knatte.CategoryLeveesSQ.DisplayName,Square Levees and Dam pieces,-
//,//,
Knatte.CategoryPillar.DisplayName,柱と装飾用足場,-
Knatte.CategoryPillar.Des,舞い上がろう。,- 
//,//,
Knatte.CategoryDam2.DisplayName,Wood 装飾用ダム 2,-
Knatte.CategoryDam2.Des,注意！水はせき止めない。,-
//,//,
Knatte.DoubleInvSlope.DisplayName,装飾用 逆三角形ダム（高さ2）,-
Knatte.DoubleInvSlope.Description,堤防と逆三角形装飾を組み合わせたもの。,-
Knatte.DoubleInvSlope.FlavorDescription,橋を作ろう。,-
//,//,
Knatte.Square1x2.DisplayName,装飾用 直方体1x2,-
Knatte.Square1x3.DisplayName,装飾用 直方体1x3,-
Knatte.Square_B.Description,突き出して設置できるが、水をせき止めない。,-
Knatte.Square_B.FlavorDescription,Look it floats,                                             Untranslated
//,//,
Knatte.InvSlope1x1.DisplayName,装飾用 逆三角形ダム 1x1,-
Knatte.InvSlope1x2.DisplayName,装飾用 逆三角形ダム 1x2,-
Knatte.InvSlope1x3.DisplayName,装飾用 逆三角形ダム 1x3,-
Knatte.InvSlope2x1.DisplayName,装飾用 逆三角形ダム 2x1,-
Knatte.InvSlope.Description,突き出して設置できるが、水をせき止めない。,-
Knatte.InvSlope.FlavorDescription,Out we go, Untranlsated
//,//,
Knatte.InvTrapezium1x1.DisplayName,装飾用 逆台形ダム 1x1,-
//,//,
Knatte.BlockDecoration.DisplaynameLocKey,お洒落なダム,-
Knatte.InvSlopeW1x1.DisplayName,Inverted Levee Slope 1x1,
Knatte.InvSlopeW1x2.DisplayName,Inverted Levee Slope 1x2,
Knatte.InvSlopeW1x3.DisplayName,Inverted Levee Slope 1x3,
Knatte.InvSlopeW2x1.DisplayName,Inverted Levee Slope 2x1,
Knatte.InvSlopeW.Description,"Square that can stick out. 
Placment hex block all water other blocks only from top/bottom like a built in Impermeable Floor",
Knatte.InvSlopeW.FlavorDescription,Out we go,
//,//,
Knatte.InvTrapeziumW1x1.DisplayName,Inverted Trapezium Levee 1x1,
Knatte.DoubleInvSlopeW.Description,"Square that sticks out on both sides. 
Placment hex block all water other blocks only from top/bottom like a built in Impermeable Floor",
Knatte.DoubleInvSlopeW.FlavorDescription,Lets build an Bridge,
