ID,Text,Comment
Knatte.PowerLevee.DisplayName,Energie-Deich,-
Knatte.PowerLevee.Description,"Ein Deich, der mit integrierter Antriebswelle Energie horizontal und vertikal überträgt.",-
Knatte.DeepSeaPump.DisplayName,Tiefseewasserpumpe,
Knatte.DeepSeaPump.Description,Pumpe für den Meeresgrund,
Knatte.DeepSeaPump.FlavorDescription,Es geht doch nichts über einen großen Schluck frisch gepumpten Wassers.,			Default game text may be replaced
Knatte.UPowerLevee.DisplayName,Universeller Energie-Deich,-
Knatte.UPowerLevee.Description,"Ein Deich, in dem sich eine Welle zum Antrieb von Pumpen befindet.
Mit allen Seiten verbunden.",-
Knatte.PipeH1X.DisplayName,Erhöhte Rohrleitung,-
Knatte.PipeH1X.Description,"Zwei Deiche mit einem Eingangs- und einem höheren Ausgangsrohr. Einer der Deiche muss mit Energie versorgt werden, diese wird aber weitergeleitet. Benötigt mehr Energie als Rohrleitung 1x.
Das Platzieren von Deichen direkt über Ausgangsrohren führt zum Spielabsturz!",-
Knatte.LargeWaterWheelLevee.DisplayName,Großes Wasserrad mit Deich,-
Knatte.LargeWaterWheelLevee.Description,"Ein größeres Wasserrad mit einem schrägen Deich, um das Wasser in den Kanälen zu halten.",-
Knatte.PipeHU5X.DisplayName,"Unterirdische
Hochleistung-Rohrleitung
5x",-
Knatte.PipeHU10X.DisplayName,"Unterirdische
Hochleistung-Rohrleitung
10x",-
Knatte.PipeHU15X.DisplayName,"Unterirdische
Hochleistung-Rohrleitung
15x",-
Knatte.PipeHU.Description,"Zwei Deiche auf beiden Seiten der unterirdischen Hochleistung-Rohrleitung und ein Eingangs- und Ausgangsrohr. Einer der Deiche muss mit Energie versorgt werden, diese wird aber weitergeleitet. Benötigt mehr Energie als Unterirdische Rohrleitungen.
Das Platzieren von Deichen direkt über Ausgangsrohren führt zum Spielabsturz!",-
Knatte.Valve1X.DisplayName,Einweg-Ventil,
Knatte.Valve1X.Description,"Ein Deich mit integriertem Einweg-Ventil.
Energie wird weder benötigt noch weitergeleitet.
1,5 m³/s maximale Fließgeschwindigkeit",
Knatte.ValveH1X.DisplayName,Erhöhtes Einweg-Ventil,
Knatte.ValveH1X.Description,"Ein Deich mit integriertem erhöhtem Einweg-Ventil.
Energie wird weder benötigt noch weitergeleitet.",
Knatte.Aqueduct_S_1X.DisplayName,Aquädukt 1x,-
Knatte.Aqueduct_S_5X.DisplayName,Aquädukt 5x,-
Knatte.Aqueduct_S.Description,"Aquädukt mit Wand an einer Seite und einer Bodenplatte, die das Durchsickern von Wasser verhindert.",-
Knatte.Aqueduct_S.FlavorDescription,Aufzufüllen,-
Knatte.Aqueduct_P_1X.DisplayName,Aquädukt 1x1,-
Knatte.Aqueduct_P_5X.DisplayName,Aquädukt 1x5,-
Knatte.Aqueduct_P.Description,"Aquädukt mit Wand an beiden Seiten und einer Bodenplatte, die das Durchsickern von Wasser verhindert.",-
Knatte.Aqueduct_P.FlavorDescription,Aufzufüllen,-
Knatte.Aqueduct_Corner.DisplayName,Aquädukt Ecke,-
Knatte.Aqueduct_Corner.Description,"Aquädukt mit Wand an zwei Seiten und einer Bodenplatte, die das Durchsickern von Wasser verhindert.",-
Knatte.Aqueduct_Corner.FlavorDescription,Wasser FLIESS nach links!,-
Knatte.Aqueduct_Lid_1X.DisplayName,Aquädukt Deckel 1x,-
Knatte.Aqueduct_Lid_5X.DisplayName,Aquädukt Deckel 5x,-
Knatte.Aqueduct_Lid.Description,"Fügt einen Deckel hinzu, der das Überlaufen von Wasser verhindert.",-
Knatte.Aqueduct_Lid.FlavorDescription,Ist es schon ein Rohr?,-
Knatte.Aqueduct_Wall.DisplayName,Aquädukt Wand Dekoration,-
Knatte.Aqueduct_Wall.Description,"Eine Wand, die nur der Ästhetik dient, ohne Auswirkung auf den Wasserfluss.",-
Knatte.Aqueduct_Wall.FlavorDescription,Aufzufüllen,-
Knatte.Aqueduct_Floor_1X1.DisplayName,Aquädukt Boden 1x1,-
Knatte.Aqueduct_Floor_1X5.DisplayName,Aquädukt Boden 1x5,-
Knatte.Aqueduct_Floor_2X2.DisplayName,Aquädukt Boden 2x2,-
Knatte.Aqueduct_Floor_3X3.DisplayName,Aquädukt Boden 3x3,-
Knatte.Aqueduct_Floor_5X5.DisplayName,Aquädukt Boden 5x5,-
Knatte.Aqueduct_Floor.Description,Bodenplatte in Aquädukt-Ästhetik.,-
Knatte.Aqueduct_Floor.FlavorDescription,Du sollst nicht durchsickern.,-
Knatte.Aqueduct_Sluice.DisplayName,Aquädukt Schütz,-
Knatte.Aqueduct_Sluice.Description,"Ein unidirektionaler, automatisierter Wasserabfluss in Aquädukt-Ästhetik.",-
Knatte.Aqueduct_Corner_Int.DisplayName,Aquädukt Innere Ecke,
Knatte.Aqueduct_Corner_Int.Description,"Aquädukt mit Wand an zwei Seiten und einer Bodenplatte, die das Durchsickern von Wasser verhindert.",
Knatte.Aqueduct_Corner_Int.FlavorDescription,Wasser FLIESS nach links!,
Knatte.Aqueduct_P_1X_Corner_Int.DisplayName,Aquädukt Innere Ecke 1x1,
Knatte.Aqueduct_P_1X_Corner_Int.Description,"Aquädukt mit Wand an drei Seiten und einer Bodenplatte, die das Durchsickern von Wasser verhindert.",
Knatte.Aqueduct_P_1X_Corner_Int.FlavorDescription,Wasser FLIESS nach links!,
Knatte.Aqueduct_Wall2.DisplayName,Aquädukt Wand,
Knatte.Aqueduct_Wall2.Description,Stoppt jeglichen Wasserzufluss.,
Knatte.Aqueduct_Wall2.FlavorDescription,Aufzufüllen,
Knatte.TurbineSmall.DisplayName,Kleine Turbine,
Knatte.TurbineSmall.Description,"Eine kleine Turbine die Energie erzeugt, falls die Antriebswelle in Fließrichtung zeigt.",
Knatte.TurbineSmall.FlavorDescription,Danke 99Cent und Ymerzeru für die Inspiration,
Knatte.Aqueduct_Wall3.DisplayName,"Offset 
Aqueduct Wall",
Knatte.Aqueduct_Wall3.Description,Block water from enter the same block as wall,
Knatte.Aqueduct_Wall4.DisplayName,"Double offset 
Aqueduct Wall",
Knatte.Aqueduct_Wall4.Description,Block water from enter the same block as wall,
Knatte.Aqueduct_Wall_OffDec.DisplayName,"Offset 
Aqueduct Wall Dummy",
Knatte.Aqueduct_Wall_OffDec2.DisplayName,"Offset Double
Aqueduct Wall Dummy",
