ID,Text,Comment
Knatte.Aqueduct_Wall.Description,Do not block water but may help the Illusion that it does for aesthetics to inner corners.,-
Knatte.Aqueduct_Wall.FlavorDescription,To be filled,-
Knatte.Aqueduct_Floor_1X1.DisplayName,Aqueduct Floor,
Knatte.Aqueduct_Floor_1X5.DisplayName,Aqueduct Floor 1x5,
Knatte.Aqueduct_Floor_2X2.DisplayName,Aqueduct Floor 2x2,
Knatte.Aqueduct_Floor_3X3.DisplayName,Aqueduct Floor 3x3,
Knatte.Aqueduct_Floor_5X5.DisplayName,Aqueduct Floor 5x5,
Knatte.Aqueduct_Floor.Description,Impermeable floor in Aqueduct theme,
Knatte.Aqueduct_Floor.FlavorDescription,You shall not pass,
Knatte.Aqueduct_Sluice.DisplayName,Aqueduct Sluice,
Knatte.Aqueduct_Sluice.Description,"A unidirectional, automated water discharge. in Aqueduct theme and placeable in Aqueducts if it has support under.",
Knatte.Aqueduct_Corner_Int.DisplayName,Aqueduct Inner Corner,
Knatte.Aqueduct_Corner_Int.Description,Aqueduct with wall on two sides to create a corner. Also Stops water at the bottom.,
Knatte.Aqueduct_Corner_Int.FlavorDescription,Water GO left,
Knatte.Aqueduct_P_1X_Corner_Int.DisplayName,Aqueduct 1x1 Inner Corner,
Knatte.Aqueduct_P_1X_Corner_Int.Description,Aqueduct with wall on three sides to create a corner. Also Stops water at the bottom.,
Knatte.Aqueduct_P_1X_Corner_Int.FlavorDescription,Water GO left,
Knatte.Aqueduct_Wall2.DisplayName,Aqueduct Wall,-
Knatte.Aqueduct_Wall2.Description,"Block water from enter the same block as this, can be used to build underwater paths ",-
Knatte.Aqueduct_Wall2.FlavorDescription,To be filled,-
Knatte.TurbineSmall.DisplayName,Turbine Small,
Knatte.TurbineSmall.Description,A small turbine that generates power in the same direction as the shaft,
Knatte.TurbineSmall.FlavorDescription,Thanks 99Cent and Ymerzeru for inspiration,
Knatte.Aqueduct_Wall3.DisplayName,"Offset 
Aqueduct Wall",
Knatte.Aqueduct_Wall3.Description,Block water from enter the same block as wall,
Knatte.Aqueduct_Wall4.DisplayName,"Double offset 
Aqueduct Wall",
Knatte.Aqueduct_Wall4.Description,Block water from enter the same block as wall,
Knatte.Aqueduct_Wall_OffDec.DisplayName,"Offset 
Aqueduct Wall Dummy",
Knatte.Aqueduct_Wall_OffDec2.DisplayName,"Offset Double
Aqueduct Wall Dummy",
